cat_id,Cat_sex,neuroticism,energy_level,affection,child_friendly,pet_friendly,vocal,trainability,grooming,independence,dominance,sex_Female,sex_Male,sex_Unknown,cat_name,cat_breed
CAT_00584,Male,6,6,4,6,7,1,7,6,2,3,0,1,0,Jasper,Maine Coon
CAT_00585,Female,4,5,6,4,3,5,6,4,5,1,1,0,0,Akira,Balinese
CAT_00586,Female,4,4,2,2,2,2,4,2,6,3,1,0,0,Pixie,Korat
CAT_00587,Female,4,4,4,5,4,6,4,4,5,4,1,0,0,Whiskers,Russian Blue
CAT_00588,Female,4,4,6,4,4,3,6,4,4,1,1,0,0,Cleo,Norwegian Forest Cat
CAT_00589,Male,3,5,4,6,2,7,4,4,4,6,0,1,0,Thane,American Bobtail
CAT_00590,Female,5,2,5,6,2,2,3,4,6,3,1,0,0,Lola,Birman
CAT_00591,Female,2,5,5,6,3,6,6,6,6,3,1,0,0,Luna,British Shorthair
CAT_00592,Female,5,4,4,3,3,3,5,4,4,3,1,0,0,Whiskers,Birman
CAT_00593,Male,2,4,7,4,4,7,4,4,4,4,0,1,0,Simba,Ragdoll
CAT_00594,Female,4,4,5,6,5,6,6,6,5,2,1,0,0,Cinnamon,Maine Coon
CAT_00595,Male,2,4,6,6,3,5,5,6,4,5,0,1,0,Jasper,Norwegian Forest Cat
CAT_00596,Unknown,4,4,4,2,3,6,4,2,5,4,0,0,1,Onyx,Devon Rex
CAT_00597,Female,2,3,6,6,6,6,4,4,4,1,1,0,0,Daisy,British Longhair
CAT_00598,Male,2,3,2,6,2,2,6,6,6,5,0,1,0,Thane,American Bobtail
CAT_00599,Female,4,5,6,5,4,5,7,5,7,2,1,0,0,Nova,Siamese
CAT_00600,Female,6,4,6,3,4,6,4,3,4,3,1,0,0,Raven,Ocicat
CAT_00601,Female,3,5,4,3,2,1,4,2,6,2,1,0,0,Luna,British Shorthair
CAT_00602,Female,4,3,4,4,1,1,4,4,5,2,1,0,0,Daphne,Birman
CAT_00603,Male,2,4,6,6,1,7,5,6,4,6,0,1,0,Maximus,Maine Coon
CAT_00604,Female,6,5,4,3,2,7,4,2,4,5,1,0,0,Onyx,Abyssinian
CAT_00605,Female,2,4,5,5,4,5,4,4,4,2,1,0,0,Lola,Ragdoll
CAT_00606,Male,1,4,6,5,4,6,6,6,4,5,0,1,0,Apollo,Norwegian Forest Cat
CAT_00607,Male,2,6,6,6,6,7,4,4,6,3,0,1,0,Blaze,Bengal
CAT_00608,Female,7,1,3,1,4,5,5,4,4,1,1,0,0,Whiskers,Sphynx
CAT_00609,Female,1,5,6,6,1,7,4,4,4,6,1,0,0,Cleo,Savannah
CAT_00610,Female,2,4,6,6,6,5,6,6,6,1,1,0,0,Astrid,Siberian
CAT_00611,Male,4,5,6,4,5,6,4,2,3,5,0,1,0,Rufus,Abyssinian
CAT_00612,Female,2,5,7,6,4,5,4,5,2,1,1,0,0,Luna,Balinese
CAT_00613,Male,4,5,5,4,4,5,4,4,5,5,0,1,0,Jasper,Abyssinian
CAT_00614,Female,5,5,4,4,3,7,4,3,6,5,1,0,0,Whiskers,Siamese
CAT_00615,Female,1,3,7,7,4,7,6,6,4,6,1,0,0,Gracie,Ragdoll
CAT_00616,Female,5,6,4,2,1,7,6,4,6,2,1,0,0,Onyx,Ocicat
CAT_00617,Male,2,6,6,4,4,7,4,4,5,5,0,1,0,Thane,Abyssinian
CAT_00618,Female,7,5,6,4,2,5,6,4,4,2,1,0,0,Nova,British Shorthair
CAT_00619,Female,5,4,3,2,6,4,4,2,6,4,1,0,0,Raven,Maine Coon
CAT_00620,Female,3,6,7,5,3,4,6,5,2,1,1,0,0,Astrid,Norwegian Forest Cat
CAT_00621,Male,2,6,7,4,4,7,6,4,4,5,0,1,0,Rufus,Abyssinian
CAT_00622,Female,2,5,7,6,6,7,6,6,4,3,1,0,0,Luna,Balinese
CAT_00623,Female,2,6,7,4,6,5,6,4,4,2,1,0,0,Piper,Abyssinian
CAT_00624,Female,4,2,4,4,1,7,4,4,6,5,1,0,0,Sassy,Persian
CAT_00625,Male,1,6,7,7,7,5,7,7,4,1,0,1,0,Max,Maine Coon
CAT_00626,Female,5,5,4,3,2,5,4,1,6,3,1,0,0,Onyx,Sphynx
CAT_00627,Male,5,3,4,4,5,6,4,4,5,3,0,1,0,Jasper,British Shorthair
CAT_00628,Female,2,4,6,5,5,4,5,5,4,1,1,0,0,Willow,Norwegian Forest Cat
CAT_00629,Male,2,4,6,6,5,4,4,5,4,2,0,1,0,Finn,Siberian
CAT_00630,Female,2,4,6,6,6,4,6,6,4,3,1,0,0,Daisy,Ragdoll
CAT_00631,Female,3,4,4,4,5,6,4,3,3,2,1,0,0,Luna,Abyssinian
CAT_00632,Female,2,5,6,6,5,3,6,6,4,5,1,0,0,Daisy,Birman
CAT_00633,Female,4,4,2,5,1,5,5,5,4,5,1,0,0,Sassy,Sphynx
CAT_00634,Female,4,5,4,4,5,6,2,2,3,3,1,0,0,Whiskers,Ocicat
CAT_00635,Male,4,5,5,4,5,7,6,5,4,5,0,1,0,Jasper,Savannah
CAT_00636,Male,4,5,6,4,5,5,6,4,4,2,0,1,0,Leo,Bengal
CAT_00637,Female,6,6,5,2,3,1,6,4,4,6,1,0,0,Onyx,Abyssinian
CAT_00638,Female,4,6,7,6,6,7,7,6,4,3,1,0,0,Astrid,Ragdoll
CAT_00639,Female,4,4,4,2,2,6,4,2,4,6,1,0,0,Pixie,Norwegian Forest Cat
CAT_00640,Male,5,5,2,4,3,2,6,4,6,4,0,1,0,Thane,Maine Coon
CAT_00641,Female,2,4,7,6,3,2,5,6,4,3,1,0,0,Luna,Oriental Shorthair
CAT_00642,Female,2,4,7,6,5,2,6,6,4,2,1,0,0,Akira,Balinese
CAT_00643,Male,2,6,6,4,5,7,2,5,4,4,0,1,0,Jasper,Abyssinian
CAT_00644,Male,4,4,4,6,3,1,4,4,5,2,0,1,0,Miko,British Shorthair
CAT_00645,Male,3,5,6,6,6,6,6,6,5,2,0,1,0,Onyx,Maine Coon
CAT_00646,Male,4,4,2,4,2,5,4,4,5,6,0,1,0,Thane,Sphynx
CAT_00647,Female,6,4,6,4,3,6,4,2,4,1,1,0,0,Zelda,Siamese
CAT_00648,Male,2,3,6,7,6,6,6,7,4,2,0,1,0,Finn,Ragdoll
CAT_00649,Male,5,6,6,4,6,6,4,4,4,3,0,1,0,Riot,Bengal
CAT_00650,Male,2,3,4,4,4,3,4,4,4,6,0,1,0,Gatsby,Russian Blue
CAT_00651,Female,5,3,6,6,5,6,5,6,6,3,1,0,0,Luna,British Longhair
CAT_00652,Female,5,4,5,3,2,5,6,4,4,4,1,0,0,Akira,Korat
CAT_00653,Male,4,4,4,2,1,5,4,2,6,7,0,1,0,Kaiser,Sphynx
CAT_00654,Female,5,4,6,6,1,6,6,6,6,1,1,0,0,Cleo,Ragdoll
CAT_00655,Male,1,2,7,7,7,5,7,7,6,2,0,1,0,Mellow,Maine Coon
CAT_00656,Male,5,3,6,4,5,6,2,2,5,6,0,1,0,Brutus,British Shorthair
CAT_00657,Male,5,4,2,2,1,4,3,2,4,4,0,1,0,Ranger,Abyssinian
CAT_00658,Male,2,5,7,6,7,7,6,6,4,2,0,1,0,Jager,Siamese
CAT_00659,Female,2,5,7,6,2,6,6,6,4,5,1,0,0,Onyx,Oriental Shorthair
CAT_00660,Female,7,5,7,4,2,5,4,4,4,2,1,0,0,Zephyr,Norwegian Forest Cat
CAT_00661,Female,4,7,7,4,5,7,4,6,4,5,1,0,0,Luna,Abyssinian
CAT_00662,Female,3,6,6,5,1,7,6,4,6,7,1,0,0,Akira,Korat
CAT_00663,Male,2,5,6,5,5,5,6,5,6,4,0,1,0,Jasper,British Shorthair
CAT_00664,Female,2,4,6,6,3,6,6,5,4,2,1,0,0,Daisy,Ragdoll
CAT_00665,Female,3,6,5,6,6,6,4,4,6,1,1,0,0,Lola,Maine Coon
CAT_00666,Female,2,5,2,4,1,4,4,2,6,4,1,0,0,Sable,Sphynx
CAT_00667,Male,2,5,6,6,7,6,4,6,4,1,0,1,0,Finn,Siberian
CAT_00668,Male,2,4,6,6,4,2,4,4,4,2,0,1,0,Mochi,Norwegian Forest Cat
CAT_00669,Male,1,5,7,7,5,7,7,7,4,4,0,1,0,Maximilian,Persian
CAT_00670,Female,2,5,5,6,5,7,6,5,4,2,1,0,0,Whiskers,Tonkinese
CAT_00671,Unknown,2,4,6,6,4,3,6,6,4,2,0,0,1,Misty,British Longhair
CAT_00672,Male,3,2,6,6,6,4,6,6,2,1,0,1,0,Gizmo,Ragdoll
CAT_00673,Male,1,2,6,7,4,7,6,6,4,1,0,1,0,Maxim,Maine Coon
CAT_00674,Female,3,7,7,4,7,7,2,2,4,2,1,0,0,Zephyr,Abyssinian
CAT_00675,Female,6,4,2,2,1,2,4,2,6,2,1,0,0,Onyx,Sphynx
CAT_00676,Male,1,3,4,6,1,6,6,6,6,7,0,1,0,Kaiser,Savannah
CAT_00677,Male,6,5,3,4,3,5,6,4,6,4,0,1,0,Ripley,Ocicat
CAT_00678,Female,7,6,4,2,2,7,3,2,2,4,1,0,0,Vixen,Russian Blue
CAT_00679,Female,4,3,6,4,1,5,4,4,4,4,1,0,0,Lyra,Siamese
CAT_00680,Female,3,7,6,4,6,7,6,4,4,2,1,0,0,Astra,Norwegian Forest Cat
CAT_00681,Male,2,5,6,4,3,4,5,4,4,7,0,1,0,Ranger,Abyssinian
CAT_00682,Male,7,6,7,5,7,7,6,5,2,1,0,1,0,Brutus,British Shorthair
CAT_00683,Female,2,4,7,7,4,4,6,6,6,6,1,0,0,Luna,Ragdoll
CAT_00684,Male,2,5,7,7,7,6,7,7,6,1,0,1,0,Apollo,Bengal
CAT_00685,Male,3,3,6,4,3,7,4,4,4,5,0,1,0,Boris,Korat
CAT_00686,Female,2,5,6,6,5,3,6,6,5,2,1,0,0,Willow,Norwegian Forest Cat
CAT_00687,Male,5,6,6,5,6,5,6,5,5,1,0,1,0,Jasper,American Bobtail
CAT_00688,Female,5,5,6,4,7,6,4,2,6,7,1,0,0,Onyx,Sphynx
CAT_00689,Male,3,4,7,7,1,6,6,6,7,2,0,1,0,Maverick,Maine Coon
CAT_00690,Male,2,4,7,6,4,4,4,6,4,5,0,1,0,Finn,Russian Blue
CAT_00691,Male,7,5,3,4,2,5,6,4,4,1,0,1,0,Boris,Abyssinian
CAT_00692,Male,6,6,3,2,4,7,4,2,4,5,0,1,0,Jasper,Korat
CAT_00693,Female,5,5,6,5,4,5,2,4,4,4,1,0,0,Luna,Ragdoll
CAT_00694,Female,5,4,2,4,4,7,6,5,4,3,1,0,0,Piper,Siberian
CAT_00695,Female,2,3,7,6,4,2,3,4,4,2,1,0,0,Daisy,British Shorthair
CAT_00696,Male,3,4,6,5,5,6,4,4,5,5,0,1,0,Finn,Maine Coon
CAT_00697,Female,5,4,5,6,4,3,5,5,5,2,1,0,0,Whiskers,Ocicat
CAT_00698,Female,4,4,4,3,4,6,4,2,6,5,1,0,0,Cleo,Siamese
CAT_00699,Male,3,5,5,5,5,7,4,3,6,2,0,1,0,Thane,Savannah
CAT_00700,Female,5,5,6,4,5,5,6,4,4,3,1,0,0,Ophelia,Norwegian Forest Cat
CAT_00701,Female,3,6,6,4,6,7,4,4,3,2,1,0,0,Luna,Abyssinian
CAT_00702,Female,4,3,4,5,2,1,6,5,2,1,1,0,0,Gracie,British Longhair
CAT_00703,Female,3,6,6,5,5,7,6,5,2,1,1,0,0,Zephyr,Abyssinian
CAT_00704,Female,1,2,7,7,7,7,7,7,4,1,1,0,0,Harmony,Ragdoll
CAT_00705,Female,1,4,5,5,6,6,6,4,4,1,1,0,0,Willow,Norwegian Forest Cat
CAT_00706,Male,2,4,6,4,5,6,4,4,3,5,0,1,0,Jasper,American Bobtail
CAT_00707,Male,4,4,4,2,1,5,4,4,2,7,0,1,0,Thane,Korat
CAT_00708,Male,5,5,2,2,4,6,4,2,4,3,0,1,0,Ranger,Abyssinian
CAT_00709,Female,6,4,5,6,2,6,6,6,2,1,1,0,0,Onyx,Siberian
CAT_00710,Female,4,6,7,5,1,7,6,5,4,6,1,0,0,Nova,Siamese
CAT_00711,Male,6,4,4,4,6,5,6,4,4,3,0,1,0,Orion,Abyssinian
CAT_00712,Male,3,6,6,6,5,7,6,5,6,2,0,1,0,Jasper,Abyssinian
CAT_00713,Female,2,5,7,7,7,4,6,7,5,1,1,0,0,Luna,Ragdoll
CAT_00714,Female,2,3,7,7,7,2,6,6,5,1,1,0,0,Mochi,Birman
CAT_00715,Female,2,5,7,5,5,1,4,4,4,3,1,0,0,Onyx,Korat
CAT_00716,Male,3,6,3,2,2,6,2,3,6,2,0,1,0,Rocky,Savannah
CAT_00717,Male,3,5,6,7,7,7,7,7,4,1,0,1,0,Zephyr,Siamese
CAT_00718,Male,6,3,6,7,4,3,6,6,5,1,0,1,0,Caspian,Norwegian Forest Cat
CAT_00719,Male,1,7,7,7,4,7,6,6,6,7,0,1,0,Blaze,Egyptian Mau
CAT_00720,Male,1,6,7,6,7,7,6,5,4,2,0,1,0,Thane,Maine Coon
CAT_00721,Female,5,5,6,4,6,5,4,2,4,2,1,0,0,Luna,British Shorthair
CAT_00722,Male,1,4,6,6,2,6,6,6,6,6,0,1,0,Maximus,Abyssinian
CAT_00723,Female,4,4,5,2,1,5,2,2,4,7,1,0,0,Onyx,Sphynx
CAT_00724,Female,2,4,6,7,6,1,4,6,4,1,1,0,0,Gracie,Ragdoll
CAT_00725,Male,2,3,6,6,4,2,6,6,7,3,0,1,0,Jasper,Maine Coon
CAT_00726,Female,2,5,6,4,2,4,3,4,3,6,1,0,0,Akira,Ocicat
CAT_00727,Female,6,4,5,6,2,6,4,4,4,1,1,0,0,Sassy,Scottish Fold
CAT_00728,Female,2,3,6,6,1,7,6,6,6,7,1,0,0,Vixen,Siamese
CAT_00729,Male,1,5,6,7,5,6,4,4,4,6,0,1,0,Hunter,Savannah
CAT_00730,Female,6,4,6,4,1,5,6,4,6,1,1,0,0,Zelda,Norwegian Forest Cat
CAT_00731,Male,5,4,6,4,3,3,4,4,3,2,0,1,0,Boris,Abyssinian
CAT_00732,Female,4,6,6,4,1,7,4,2,4,6,1,0,0,Luna,Abyssinian
CAT_00733,Female,2,5,7,6,7,5,5,6,5,2,1,0,0,Gracie,Ragdoll
CAT_00734,Male,1,5,6,6,3,5,5,4,4,7,0,1,0,Maximus,British Shorthair
CAT_00735,Female,3,5,6,6,7,6,5,5,4,3,1,0,0,Willow,Maine Coon
CAT_00736,Male,2,6,7,6,4,7,6,6,4,3,0,1,0,Jasper,Bengal
CAT_00737,Female,7,1,1,1,1,7,4,4,4,1,1,0,0,Sassy,Sphynx
CAT_00738,Female,5,6,4,6,5,5,4,4,4,2,1,0,0,Dakota,Ocicat
CAT_00739,Male,2,5,6,6,5,6,6,6,4,2,0,1,0,Hunter,Norwegian Forest Cat
CAT_00740,Male,2,5,6,6,4,6,4,4,4,2,0,1,0,Finn,Siberian
CAT_00741,Female,6,3,5,2,1,1,2,2,4,7,1,0,0,Luna,Abyssinian
CAT_00742,Male,7,6,4,3,2,1,4,4,4,4,0,1,0,Jasper,Korat
CAT_00743,Female,3,4,2,6,4,7,4,4,7,3,1,0,0,Daisy,British Longhair
CAT_00744,Female,6,5,2,2,2,7,4,2,6,7,1,0,0,Onyx,Sphynx
CAT_00745,Male,3,6,7,5,6,7,4,6,4,3,0,1,0,Simba,Abyssinian
CAT_00746,Female,4,4,4,3,3,3,5,4,4,3,1,0,0,Lola,Ragdoll
CAT_00747,Female,4,4,6,4,4,7,5,4,4,2,1,0,0,Cleo,Siamese
CAT_00748,Male,4,6,6,2,3,7,4,3,2,3,0,1,0,Thane,Ocicat
CAT_00749,Female,5,4,6,6,3,3,7,6,5,3,1,0,0,Akira,Maine Coon
CAT_00750,Male,1,4,6,4,5,6,2,4,4,6,0,1,0,Finn,British Shorthair
CAT_00751,Male,7,5,5,2,7,1,4,2,5,1,0,1,0,Brock,Abyssinian
CAT_00752,Female,3,3,6,2,3,7,6,4,7,5,1,0,0,Luna,British Longhair
CAT_00753,Male,2,5,6,6,7,7,5,5,4,1,0,1,0,Jasper,Maine Coon
CAT_00754,Male,5,4,4,4,4,7,5,4,3,3,0,1,0,Thane,Russian Blue
CAT_00755,Male,4,5,6,6,6,6,4,6,6,4,0,1,0,Hunter,Norwegian Forest Cat
CAT_00756,Female,4,3,2,4,3,6,4,3,6,2,1,0,0,Sable,Chartreux
CAT_00757,Male,4,4,4,6,6,7,6,6,6,2,0,1,0,Apollo,Ocicat
CAT_00758,Female,5,5,4,3,2,6,4,2,4,3,1,0,0,Onyx,Bengal
CAT_00759,Male,2,4,7,6,3,7,7,6,6,5,0,1,0,Maverick,Siberian
CAT_00760,Female,2,5,5,6,6,6,6,6,6,3,1,0,0,Willow,Ragdoll
CAT_00761,Female,4,6,6,4,6,2,7,4,2,3,1,0,0,Luna,Abyssinian
CAT_00762,Male,2,5,7,6,7,6,6,6,4,3,0,1,0,Jasper,British Shorthair
CAT_00763,Female,3,4,7,4,6,1,3,3,2,3,1,0,0,Mochi,Ragdoll
CAT_00764,Female,6,5,6,4,7,7,5,4,4,1,1,0,0,Sassy,Siamese
CAT_00765,Female,1,5,7,7,6,6,6,7,4,1,1,0,0,Duchess,Maine Coon
CAT_00766,Female,5,5,5,5,5,5,6,4,4,3,1,0,0,Pixie,Domestic Shorthair
CAT_00767,Female,3,3,6,6,5,3,4,4,4,1,1,0,0,Whiskers,Siberian
CAT_00768,Female,1,4,7,6,6,7,4,5,5,4,1,0,0,Calliope,Oriental Shorthair
CAT_00769,Female,1,5,6,5,2,1,4,3,4,2,1,0,0,Onyx,Korat
CAT_00770,Female,3,5,7,6,1,7,6,6,4,4,1,0,0,Zelda,Norwegian Forest Cat
CAT_00771,Male,4,6,7,6,6,7,6,5,4,3,0,1,0,Rufus,Abyssinian
CAT_00772,Unknown,1,7,7,5,6,7,6,4,4,4,0,0,1,Zoom,Abyssinian
CAT_00773,Male,2,5,5,5,6,6,6,4,6,3,0,1,0,Jasper,British Shorthair
CAT_00774,Female,6,7,6,3,7,7,4,2,4,1,1,0,0,Onyx,Siamese
CAT_00775,Male,2,5,5,4,2,4,6,4,4,5,0,1,0,Brutus,Maine Coon
CAT_00776,Female,2,3,7,6,1,7,5,6,2,3,1,0,0,Luna,Ragdoll
CAT_00777,Female,4,5,6,4,3,5,6,4,4,6,1,0,0,Whiskers,Norwegian Forest Cat
CAT_00778,Female,3,5,4,4,2,2,5,4,5,2,1,0,0,Pixie,Korat
CAT_00779,Female,2,4,7,5,4,5,4,5,2,4,1,0,0,Cleo,Persian
CAT_00780,Female,3,4,6,4,2,4,6,4,4,4,1,0,0,Lola,Russian Blue
CAT_00781,Female,4,3,2,6,2,6,4,4,6,1,1,0,0,Luna,Domestic Shorthair
CAT_00782,Male,4,3,5,6,5,2,4,4,3,3,0,1,0,Jasper,British Shorthair
CAT_00783,Female,1,7,7,7,6,5,7,7,6,3,1,0,0,Dakota,Abyssinian
CAT_00784,Female,4,4,6,4,5,6,4,3,6,4,1,0,0,Willow,British Longhair
CAT_00785,Female,5,7,5,3,1,7,5,4,4,6,1,0,0,Onyx,Sphynx
CAT_00786,Female,2,5,5,4,5,6,5,5,6,5,1,0,0,Lola,Devon Rex
CAT_00787,Male,5,5,6,4,3,7,4,4,4,3,0,1,0,Thane,Maine Coon
CAT_00788,Male,4,6,4,5,3,7,6,6,6,6,0,1,0,Maverick,Korat
CAT_00789,Unknown,4,4,4,6,5,6,5,6,6,2,0,0,1,Mocha,Norwegian Forest Cat
CAT_00790,Male,5,3,4,2,1,7,4,2,6,7,0,1,0,Gatsby,Russian Blue
CAT_00791,Female,6,3,4,2,3,1,4,3,2,3,1,0,0,Luna,British Shorthair
CAT_00792,Male,3,4,5,4,2,2,4,2,6,4,0,1,0,Jasper,Abyssinian
CAT_00793,Male,4,3,6,4,2,2,4,4,6,5,0,1,0,Gatsby,Ragdoll
CAT_00794,Female,4,2,7,7,1,5,6,7,4,1,1,0,0,Sweetie,Persian
CAT_00795,Female,6,4,4,2,2,1,6,4,2,1,1,0,0,Pixie,Russian Blue
CAT_00796,Male,1,4,7,6,4,7,4,6,4,4,0,1,0,Maximus,Maine Coon
CAT_00797,Male,4,5,3,4,4,6,5,4,5,4,0,1,0,Blaze,Bengal
CAT_00798,Male,4,5,4,5,3,3,5,5,4,3,0,1,0,Thane,Savannah
CAT_00799,Female,6,3,6,5,3,4,4,4,4,1,1,0,0,Ophelia,Norwegian Forest Cat
CAT_00800,Male,1,7,6,6,4,7,5,5,4,4,0,1,0,Zephyr,Egyptian Mau
CAT_00801,Male,4,3,4,3,4,6,5,4,4,3,0,1,0,Onyx,Abyssinian
CAT_00802,Male,1,6,7,6,6,6,6,6,4,1,0,1,0,Jasper,Abyssinian
CAT_00803,Female,2,5,5,6,3,2,6,6,4,3,1,0,0,Luna,British Longhair
CAT_00804,Male,2,2,7,7,2,2,6,7,6,3,0,1,0,Mochi,Ragdoll
CAT_00805,Female,4,5,6,6,6,6,6,5,2,2,1,0,0,Whiskers,Tonkinese
CAT_00806,Female,6,6,2,2,2,6,6,4,6,5,1,0,0,Raven,Sphynx
CAT_00807,Male,1,3,6,6,6,5,2,5,6,4,0,1,0,Simba,Norwegian Forest Cat
CAT_00808,Male,7,2,6,4,6,7,6,4,5,1,0,1,0,Loki,Siberian
CAT_00809,Female,3,4,6,4,2,7,6,5,6,5,1,0,0,Piper,Egyptian Mau
CAT_00810,Male,1,4,7,6,5,5,4,6,4,6,0,1,0,Atlas,Maine Coon
CAT_00811,Male,1,4,7,7,7,5,6,6,6,1,0,1,0,Misty,British Shorthair
CAT_00812,Male,2,5,6,4,4,1,4,4,4,5,0,1,0,Brutus,American Bobtail
CAT_00813,Female,2,5,6,6,3,7,6,6,4,3,1,0,0,Sassy,Siamese
CAT_00814,Female,4,6,7,4,6,6,6,4,4,5,1,0,0,Luna,Norwegian Forest Cat
CAT_00815,Male,2,6,6,4,6,6,6,4,6,4,0,1,0,Jasper,Maine Coon
CAT_00816,Female,6,6,5,2,5,6,4,2,6,4,1,0,0,Onyx,Sphynx
CAT_00817,Male,6,4,2,4,6,6,4,2,4,3,0,1,0,Thane,Russian Blue
CAT_00818,Male,2,5,6,6,5,4,6,6,6,5,0,1,0,Maverick,Abyssinian
CAT_00819,Female,4,3,6,2,1,7,5,4,6,2,1,0,0,Whiskers,British Longhair
CAT_00820,Male,1,5,4,4,2,7,4,4,7,7,0,1,0,Blaze,Savannah
CAT_00821,Female,1,3,4,4,2,2,4,4,4,7,1,0,0,Luna,Oriental Shorthair
CAT_00822,Male,4,6,6,5,4,6,6,4,6,1,0,1,0,Rocky,Abyssinian
CAT_00823,Female,2,4,6,7,2,6,6,6,4,5,1,0,0,Daisy,Ragdoll
CAT_00824,Female,7,4,1,2,1,6,2,2,5,3,1,0,0,Onyx,Sphynx
CAT_00825,Female,5,5,4,4,4,1,2,2,4,4,1,0,0,Whiskers,Maine Coon
CAT_00826,Female,1,5,6,6,4,2,6,6,4,5,1,0,0,Cleo,Norwegian Forest Cat
CAT_00827,Female,5,4,3,4,2,7,4,2,6,7,1,0,0,Salem,Siamese
CAT_00828,Male,3,6,5,2,2,5,4,2,4,6,0,1,0,Jasper,Ocicat
CAT_00829,Male,2,4,7,6,6,7,6,6,5,3,0,1,0,Apollo,Bengal
CAT_00830,Female,3,4,6,7,1,7,7,7,4,1,1,0,0,Astrid,Persian
CAT_00831,Female,1,4,7,7,3,5,4,4,4,5,1,0,0,Luna,British Longhair
CAT_00832,Female,4,6,4,4,3,4,6,4,6,5,1,0,0,Blaze,Abyssinian
CAT_00833,Male,4,4,7,7,5,7,5,6,5,2,0,1,0,Maximilian,Ragdoll
CAT_00834,Female,5,7,6,2,2,7,6,3,3,3,1,0,0,Onyx,Ocicat
CAT_00835,Male,2,2,6,7,4,1,5,6,5,4,0,1,0,Chester,Maine Coon
CAT_00836,Female,3,3,4,3,2,7,5,4,6,5,1,0,0,Raven,British Shorthair
CAT_00837,Female,5,3,6,4,4,3,4,4,2,1,1,0,0,Lola,Siberian
CAT_00838,Female,1,1,7,7,4,1,4,7,6,1,1,0,0,Snowflake,Persian
CAT_00839,Male,1,6,6,6,6,6,6,6,5,3,0,1,0,Jasper,Bengal
CAT_00840,Male,1,5,7,6,7,3,6,6,4,3,0,1,0,Orion,Savannah
CAT_00841,Female,4,5,6,2,5,6,6,4,5,5,1,0,0,Luna,Abyssinian
CAT_00842,Male,4,5,4,5,5,6,6,4,5,3,0,1,0,Jasper,British Shorthair
CAT_00843,Male,6,5,3,2,3,5,4,4,4,4,0,1,0,Loki,Korat
CAT_00844,Male,4,5,6,6,4,6,6,6,5,4,0,1,0,Apollo,Ragdoll
CAT_00845,Female,4,4,6,5,3,4,4,5,4,3,1,0,0,Whiskers,Maine Coon
CAT_00846,Female,2,5,6,5,5,7,5,4,4,5,1,0,0,Cleo,Siamese
CAT_00847,Male,4,4,6,4,3,5,6,5,4,4,0,1,0,Simba,Norwegian Forest Cat
CAT_00848,Female,4,5,6,6,5,3,4,4,4,3,1,0,0,Muffin,British Longhair
CAT_00849,Male,7,6,5,2,2,3,3,1,2,2,0,1,0,Chaos,Savannah
CAT_00850,Female,1,4,7,5,2,7,6,6,6,4,1,0,0,Duchess,Persian
CAT_00851,Female,4,6,5,6,3,6,6,6,4,3,1,0,0,Luna,Abyssinian
CAT_00852,Male,1,4,7,4,3,7,4,2,6,6,0,1,0,Max,British Shorthair
CAT_00853,Male,2,5,5,4,1,6,4,5,6,7,0,1,0,Jasper,Bengal
CAT_00854,Female,7,4,4,4,5,6,6,4,6,2,1,0,0,Sassy,Russian Blue
CAT_00855,Male,2,5,7,6,4,7,5,5,4,5,0,1,0,Leo,Maine Coon
CAT_00856,Male,2,6,7,5,4,6,6,5,5,3,0,1,0,Felix,Abyssinian
CAT_00857,Female,5,5,6,5,5,7,4,4,4,1,1,0,0,Whiskers,Balinese
CAT_00858,Female,2,7,7,5,4,7,6,4,6,3,1,0,0,Zara,Javanese
CAT_00859,Male,2,5,4,2,3,7,6,4,6,5,0,1,0,Onyx,Korat
CAT_00860,Female,3,6,6,6,5,7,5,4,4,4,1,0,0,Cleo,Norwegian Forest Cat
CAT_00861,Male,2,5,6,6,5,7,6,6,5,2,0,1,0,Baxter,Abyssinian
CAT_00862,Female,4,6,6,2,3,6,5,2,2,5,1,0,0,Onyx,Birman
CAT_00863,Female,4,5,4,5,4,5,6,5,4,5,1,0,0,Luna,British Shorthair
CAT_00864,Male,2,4,6,5,4,5,5,4,4,5,0,1,0,Jasper,Maine Coon
CAT_00865,Female,6,5,4,2,2,6,4,2,4,2,1,0,0,Loki,Sphynx
CAT_00866,Male,2,4,6,5,2,5,5,4,4,3,0,1,0,Finn,Devon Rex
CAT_00867,Female,6,4,5,2,2,5,6,3,4,2,1,0,0,Raven,Ocicat
CAT_00868,Male,4,5,6,5,3,6,4,6,3,5,0,1,0,Gatsby,Russian Blue
CAT_00869,Female,2,3,5,7,4,2,5,6,6,2,1,0,0,Daisy,Norwegian Forest Cat
CAT_00870,Female,4,5,6,4,4,7,6,4,4,3,1,0,0,Cleo,Balinese
CAT_00871,Male,2,4,6,4,2,4,3,3,5,6,0,1,0,Brock,British Shorthair
CAT_00872,Male,1,5,7,7,7,6,6,6,6,2,0,1,0,Sunny,Siamese
CAT_00873,Female,4,3,3,4,1,1,6,5,5,1,1,0,0,Sassy,Cymric
CAT_00874,Male,2,2,5,6,2,2,6,6,6,3,0,1,0,Jasper,Ragdoll
CAT_00875,Female,3,4,5,4,2,6,4,4,6,5,1,0,0,Luna,Norwegian Forest Cat
